Name,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,star_distance,star_mass,star_radius,star_teff,M-dwarf,
2M 2140+16 b,20,0.92,7340,3.53,0.26,46.2,25,0.08,0.1,2300,0,
2M 2206-20 b,30,1.3,8686,4.48,0,44.3,26.67,0.13,0.11,2350,0,
51 Peg b,0.47,1.9,4.2308,0.052,0.0069,80,14.7,1.11,1.266,5793,0,
55 Cnc e,0.02703,0.1737,0.7365478,0.015439,0.028,90.36,12.34,1.015,0.98,5196,0,
AU Mic b,0.0368,0.3908,8.463,0.0645,0.04,89.03,9.79,0.5,0.75,3700,0,
AU Mic c,0.0698,0.3131,18.859019,0.1101,0.04,88.62,9.79,0.5,0.75,3700,0,
BD+20 594 b,0.07,0.23,41.6855,0.241,0,89.55,180.39,1.67,1.08,5766,0,
CoRoT-1 b,1.03,1.49,1.50896848,0.0254,0,83.96,460,0.95,1.11,6298,0,
CoRoT-10 b,2.75,0.97,13.2406,0.1055,0.53,88.55,345,0.89,0.79,5075,0,
CoRoT-11 b,2.33,1.43,2.994325,0.04351,0,81.41,560,1.27,1.36,6343,0,
CoRoT-12 b,0.917,1.44,2.8280517,0.04016,0.07,85.48,1150,1.078,1.116,5675,0,
CoRoT-13 b,1.308,0.885,4.0350906,0.051,0,88.02,1310,1.09,1.01,5945,0,
CoRoT-14 b,7.6,1.09,1.51214,0.027,0,79.6,1340,1.13,1.21,6035,0,
CoRoT-16 b,0.535,1.17,5.35227,0.0618,0.33,85.01,840,1.098,1.19,5650,0,
CoRoT-17 b,2.43,1.02,3.768125,0.0461,0,88.34,920,1.04,1.59,5740,0,
CoRoT-18 b,3.47,1.31,1.90009057,0.0295,0.08,86.5,870,0.95,1,5440,0,
CoRoT-19 b,1.11,1.29,3.8971372,0.0518,0.047,87.61,800,1.21,1.65,6090,0,
CoRoT-2 b,3.31,1.465,1.7429964,0.0281,0,87.84,300,0.97,0.902,5575,0,
CoRoT-20 b,4.24,0.84,9.2431839,0.0902,0.562,88.21,1230,1.14,0.92,5880,0,
CoRoT-22 b,0.06,0.4354,9.75598,0.092,0.077,89.749,592,1.099,1.136,5939,0,
CoRoT-23 b,2.8,1.08,3.6314,0.0477,0.16,85.7,600,1.14,1.61,5900,0,
CoRoT-24 b,0.018,0.33,5.1134,0.056,0,86.5,600,0.91,0.86,4950,0,
CoRoT-24 c,0.088,0.44,11.759,0.098,0,89,600,0.91,0.86,4950,0,
CoRoT-26 b,0.52,1.26,4.20474,0.0526,0,86.8,1670,1.09,1.79,5590,0,
CoRoT-29 b,0.85,0.9,2.85057,0.039,0.082,87.3,765,0.976,0.9,5260,0,
CoRoT-3 b,21.66,1.19,4.2567994,0.057,0,85.9,680,1.41,1.44,6558,0,
CoRoT-30 b,2.9,1.009,9.06005,0.0844,0.007,90,960,0.98,0.91,5660,0,
CoRoT-31 b,0.84,1.46,4.62941,0.0586,0.02,83.2,2190,1.25,2.15,5370,0,
CoRoT-35 b,1.1,1.68,3.22748,0.0429,0,84.1,1140,1.01,1.65,6390,0,
CoRoT-36 b,0.68,1.41,5.616531,0.066,0,85.83,954,1.32,1.52,6730,0,
CoRoT-5 b,0.467,1.33,4.0379148,0.04947,0.09,85.83,400,1,1.186,6100,0,
CoRoT-7 b,0.041812,0.136,0.8535,0.0172,0.12,80.1,150,0.93,0.87,5313,0,
CoRoT-8 b,0.2158,0.5692,6.21229,0.063,0,88.4,380,0.88,0.77,5080,0,
CoRoT-9 b,0.84,0.94,95.273804,0.407,0.133,89.9,460,0.99,0.94,5625,0,
EPIC 211442297 b,0.84,1.115,20.273034,0.1367,0.137,88.82,418.58,0.95,0.88,5657,0,
EPIC 211945201 b,0.085,0.514,19.49221,0.1493,0,87.9,182.69,1.17,1.39,6069,0,
EPIC 212737443 b,0.02907,0.231,13.603,0.098,0.2,89.071,347.45,0.69,0.67,4684,0,
EPIC 219388192 b,36,0.846,5.292569,0.0593,0.1893,89.63,300,0.99,1.01,5850,0,
EPIC 246193072 b,0.26,0.774,12.4551225,0.1016,0.0697,89.22,230.4,0.901,0.822,5282,0,
G 9-40 b,0.013,0.17,5.7459982,0.0418,0,89.03,27.93,0.29,0.31,3348,1,
Gaia-2 b,0.773,1.327,3.6915237,0.0467,0.346,85.66,207.2,1,1.064,5720,0,
GJ 1214 b,0.02571,0.24463,1.580404497,0.01411,0.27,88.17,13,0.15,0.216,3026,1,
GJ 143 b,0.0714,0.2329,35.61253,0.1932,0.188,89.33,16.33,0.76,0.73,4640,0,
GJ 3090 b,0.01051,0.19,2.8531054,0.03165,0.18,87.14,22.444,0.519,0.516,3556,1,
GJ 3470 b,0.03958,0.373807429,3.336649,0.03557,0.114,88.3,30.7,0.51,0.48,3652,1,
GJ 3473 b,0.00585,0.11277,1.1980035,0.01589,0,87.95,27.39,0.36,0.364,3347,1,
GJ 357 b,0.006566,0.10411,3.93086,0.033,0.047,88.496,9.444,0.342,0.337,3505,1,
GJ 436 b,0.07,0.38,2.64394,0.02887,0.1912,85.8,10.2,0.452,0.464,3684,1,
GJ 486 b,0.00887,0.11643,1.467119,0.01734,0.05,88.4,8.0761,0.323,0.328,3340,1,
GJ 9827 b,0.01532,0.13641,1.2089765,0.01866,0,85.8,30.3,0.659,0.651,4255,0,
GJ 9827 d,0.01076,0.17441,6.20183,0.0555,0,87.39,30.3,0.659,0.651,4255,0,
HAT-P-1 b,0.525,1.319,4.46529976,0.05561,0.067,85.634,139,1.151,1.174,5980,0,
HAT-P-10 A b,0.46,1.045,3.722469,0.0439,0,89.8,125,0.82,0.81,4980,0,
HAT-P-11 b,0.0736,0.389,4.887802443,0.053,0.265,89.05,37.89,0.809,0.683,4780,0,
HAT-P-13 b,0.85,1.28,2.916243,0.0426,0.0142,83.3,214,1.22,1.56,5638,0,
HAT-P-14 b,2.444,1.01,4.627686,0.0606,0.095,84.1167,205,1.386,1.468,6600,0,
HAT-P-15 b,1.946,1.072,10.863502,0.0964,0.19,89.1,190,1.013,1.08,5568,0,
HAT-P-16 b,4.193,1.289,2.77596,0.0413,0.036,86.6,235,1.218,1.237,6158,0,
HAT-P-17 b,0.534,1.01,10.338523,0.0882,0.346,89.2,90,0.857,0.837,5246,0,
HAT-P-18 b,0.183,0.947,5.508029,0.0559,0.106,88.79,166,0.77,0.717,4870,0,
HAT-P-19 b,0.292,1.132,4.008784,0.0466,0.067,88.51,215,0.842,0.82,4990,0,
HAT-P-2 b,8.74,0.951,5.6334729,0.0674,0.5171,90,118,1.34,1.54,6414,0,
HAT-P-20 b,7.246,0.867,2.875317,0.0361,0.015,81.9,70,0.756,0.694,4595,0,
HAT-P-21 b,4.063,1.024,4.124461,0.0494,0.228,87.2,254,0.947,1.105,5588,0,
HAT-P-22 b,2.147,1.08,3.21222,0.0414,0.016,73.6,82,0.916,1.04,5302,0,
HAT-P-23 b,2.09,1.368,1.212884,0.0232,0.106,85.1,393,1.13,1.29,5924,0,
HAT-P-24 b,0.685,1.242,3.35524,0.0465,0.067,88.6,405,1.191,1.317,6373,0,
HAT-P-25 b,0.567,1.19,3.652836,0.0466,0.032,87.6,297,1.01,0.959,5500,0,
HAT-P-26 b,0.0585,0.5647,4.234516,0.0479,0.124,88.6,134,0.816,0.788,5079,0,
HAT-P-27 b,0.66,1.055,3.0395803,0.0403,0.078,85.08,204,0.945,0.898,5300,0,
HAT-P-28 b,0.626,1.212,3.257215,0.0434,0.051,88,395,1.025,1.103,5680,0,
HAT-P-29 b,0.778,1.107,5.723186,0.0667,0.095,87.1,322,1.207,1.224,6087,0,
HAT-P-3 b,0.591,0.827,2.899703,0.03866,0,87.07,130,0.917,0.799,5224,0,
HAT-P-30 b,0.711,1.34,2.810595,0.0419,0.035,83.6,193,1.18,1.33,6250,0,
HAT-P-31 b,2.171,1.07,5.005425,0.055,0.245,87.1,354,1.218,1.36,6065,0,
HAT-P-32 b,0.75,1.789,2.15000825,0.03427,0.044,88.9,320,1.176,1.387,6001,0,
HAT-P-33 b,0.763,1.827,3.474474,0.0503,0.148,86.7,419,1.403,1.777,6401,0,
HAT-P-34 b,3.328,1.107,5.452654,0.0677,0.441,87.1,257,1.36,1.45,6509,0,
HAT-P-35 b,1.054,1.332,3.646706,0.0498,0.025,87.3,535,1.236,1.435,6096,0,
HAT-P-36 b,1.832,1.264,1.327347,0.0238,0.063,86,317,1.022,1.096,5580,0,
HAT-P-37 b,1.169,1.178,2.797436,0.0379,0.058,86.9,411,0.929,0.877,5500,0,
HAT-P-38 b,0.267,0.825,4.640382,0.0523,0.067,88.3,249,0.886,0.923,5330,0,
HAT-P-4 b,0.68,1.27,3.0565114,0.0446,0,89.67,310,1.26,1.59,5890,0,
HAT-P-42 b,0.975,1.277,4.641876,0.0575,0,85.9,447,1.179,1.528,5743,0,
HAT-P-43 b,0.66,1.283,3.332688,0.0443,0,88.7,543,1.048,1.104,5645,0,
HAT-P-44 b,0.392,1.28,4.301217,0.0507,0.072,89,374,0.939,0.979,5295,0,
HAT-P-45 b,0.892,1.426,3.128992,0.0452,0.049,87.8,305,1.259,1.319,6330,0,
HAT-P-46 b,0.493,1.284,4.463129,0.0577,0.123,85.5,296,1.284,1.396,6120,0,
HAT-P-47 b,0.206,1.313,4.732182,0.0615,0,84.8,268,1.387,1.515,6703,0,
HAT-P-48 b,0.168,1.131,4.40865,0.0543,0,86.8,305,1.099,1.223,5946,0,
HAT-P-49 b,1.73,1.413,2.691548,0.0438,0,86.2,322,1.543,1.833,6820,0,
HAT-P-5 b,1.06,1.252,2.788491,0.04079,0,86.75,340,1.163,1.137,5960,0,
HAT-P-50 b,1.36,1.288,3.1220109,0.0453,0.115,83.65,597,1.273,1.698,6280,0,
HAT-P-51 b,0.309,1.293,4.2180278,0.05069,0.123,88.48,470,0.976,1.041,5449,0,
HAT-P-52 b,0.819,1.009,2.7535953,0.03694,0.047,87.02,385,0.887,0.893,5131,0,
HAT-P-53 b,1.487,1.318,1.9616241,0.03159,0.134,86.2,719,1.093,1.209,5956,0,
HAT-P-54 b,0.76,0.944,3.799847,0.04117,0.074,87.04,135.8,0.645,0.617,4390,0,
HAT-P-55 b,0.582,1.182,3.5852467,0.04604,0.139,87.7,480,1.013,1.011,5808,0,
HAT-P-56 b,2.31,1.51,2.79083,0.0423,0.246,82.13,323.5,1.42,1.47,6566,0,
HAT-P-57 b,1.85,1.413,2.465295,0.0406,0,88.26,303,1.47,1.5,7500,0,
HAT-P-58 b,0.372,1.332,4.013837,0.04994,0.073,85.64,519,1.031,1.53,5931,0,
HAT-P-59 b,1.54,1.123,4.1419771,0.05064,0.03,85.18,267.3,1,1.1,5678,0,
HAT-P-6 b,1.057,1.33,3.853003,0.05235,0,85.51,200,1.29,1.46,6570,0,
HAT-P-62 b,0.761,1.073,2.6453235,0.03772,0.1,87.93,353.1,1.023,1.17,5629,0,
HAT-P-63 b,0.614,1.119,3.377728,0.04294,0.069,88.45,408,0.925,0.9661,5400,0,
HAT-P-65 b,0.527,1.89,2.6054552,0.03951,0.3,84.2,841,1.212,1.86,5835,0,
HAT-P-66 b,0.783,1.59,2.972086,0.04363,0,86.2,927,1.255,1.881,6002,0,
HAT-P-67 b,0.34,2.085,4.81010205,0.06505,0.24,88.8,320,1.642,1.546,6406,0,
HAT-P-68 b,0.724,1.072,2.29840551,0.02996,0.041,88.73,202,0.6785,0.67,4508,0,
HAT-P-69 b,3.58,1.676,4.7869491,0.06555,0,87.19,343.9,1.698,1.854,7724,0,
HAT-P-7 b,1.741,1.431,2.204735471,0.0379,0,81.1,320,1.51,2,6259,0,
HAT-P-70 b,6.78,1.87,2.74432452,0.04739,0,96.5,329,1.89,1.858,8450,0,
HAT-P-8 b,1.34,1.5,3.0763402,0.0449,0,87.8,230,1.28,1.58,6200,0,
HAT-P-9 b,0.67,1.4,3.922814,0.053,0,86.5,480,1.28,1.32,6350,0,
HATS-1 b,1.855,1.302,3.446459,0.0444,0.12,85.6,303,0.986,1.038,5870,0,
HATS-10 b,0.526,0.969,3.312846,0.0449,0.5,87.79,496,1.1,1.105,5880,0,
HATS-11 b,0.85,1.609,3.619188,0.0507,0.34,88.31,967.34,1.33,1.54,6563,0,
HATS-12 b,2.38,0.692,3.142702,0.0441,0.085,82.7,512.41,1.16,1.17,6357,0,
HATS-13 b,0.543,1.212,3.0440499,0.04057,0.18,88.55,476,0.962,0.887,5523,0,
HATS-14 b,1.071,1.039,2.7667641,0.03815,0.142,88.83,513,0.967,0.933,5346,0,
HATS-15 b,2.17,1.105,1.74748753,0.02712,0,87.13,689,0.871,0.922,5311,0,
HATS-16 b,3.27,1.3,2.686502,0.03744,0,83.53,774,0.97,1.238,5738,0,
HATS-17 b,1.338,0.777,16.254611,0.1308,0.029,89.08,339,1.131,1.091,5846,0,
HATS-18 b,1.98,1.337,0.8378434,0.01761,0.166,85.5,645,1.037,1.02,5600,0,
HATS-19 b,0.427,1.66,4.569673,0.0589,0.3,86.6,780,1.303,1.74,5896,0,
HATS-2 b,1.345,1.168,1.354133,0.023,0,87.2,360,0.882,0.898,5227,0,
HATS-20 b,0.273,0.776,3.7992969,0.04619,0.5,87.16,454,0.91,0.892,5406,0,
HATS-21 b,0.332,1.123,3.5543973,0.04676,0,85.04,286,1.08,1.021,5695,0,
HATS-22 b,2.74,0.953,4.7228124,0.05025,0.079,87.96,207.9,0.759,0.689,4803,0,
HATS-23 b,1.47,1.86,2.1605156,0.03397,0.114,81.02,747,1.121,1.199,5780,0,
HATS-24 b,2.44,1.487,1.3484954,0.02547,0.24,86.6,510,1.212,1.172,6346,0,
HATS-25 b,0.613,1.26,4.2986432,0.05163,0.088,86.93,466,0.994,1.107,5715,0,
HATS-26 b,0.65,1.75,3.3023881,0.04735,0.122,86.2,907,1.299,2.04,6071,0,
HATS-27 b,0.53,1.5,4.637038,0.0611,0.29,87.3,840,1.415,1.74,6438,0,
HATS-28 b,0.672,1.194,3.1810781,0.04131,0.101,86.17,521,0.929,0.922,5498,0,
HATS-29 b,0.653,1.251,4.6058749,0.05475,0.079,87.37,351,1.032,1.073,5670,0,
HATS-30 b,0.706,1.175,3.1743516,0.04354,0.048,86.84,339,1.093,1.061,5943,0,
HATS-31 b,0.88,1.64,3.37796,0.0478,0.233,85,872,1.275,1.87,6050,0,
HATS-32 b,0.92,1.249,2.8126548,0.04024,0.471,87.1,839,1.099,1.097,5700,0,
HATS-33 b,1.192,1.23,2.5495551,0.03727,0.08,87.62,355,1.062,1.022,5659,0,
HATS-34 b,0.941,1.43,2.1061607,0.03166,0,82.28,532,0.955,0.98,5380,0,
HATS-35 b,1.222,1.464,1.8209933,0.03199,0,86.9,557,1.317,1.433,6300,0,
HATS-36 b,2.79,1.153,4.175186,0.0523,0.294,87.57,878.65,1.1,1.1,5950,0,
HATS-37A b,0.099,0.606,4.3315366,0.04913,0.345,89.33,211.1,0.843,0.877,5326,0,
HATS-38 b,0.074,0.614,4.375021,0.05036,0.122,87.21,347.7,0.89,1.105,5732,0,
HATS-39 b,0.63,1.57,4.5776348,0.06,0.275,84.98,773,1.379,1.621,6572,0,
HATS-4 b,1.323,1.02,2.516729,0.0362,0.013,88.5,420,1.001,0.925,5403,0,
HATS-40 b,1.59,1.58,3.2642736,0.04997,0.312,85.8,1431,1.56,2.26,6460,0,
HATS-41 b,9.7,1.33,4.193649,0.0583,0.38,80.4,800,1.496,1.71,6424,0,
HATS-42 b,1.88,1.4,2.292102,0.03689,0.229,85.1,942,1.273,1.48,6060,0,
HATS-43 b,0.261,1.18,4.3888497,0.04944,0.173,89.24,341,0.837,0.812,5099,0,
HATS-44 b,0.56,1.067,2.7439004,0.03649,0.279,84.65,463,0.86,0.847,5080,0,
HATS-45 b,0.7,1.286,4.1876244,0.05511,0.24,85.61,818,1.272,1.315,6450,0,
HATS-46 b,0.173,0.903,4.7423729,0.05367,0.559,87.32,448,0.917,0.853,5495,0,
HATS-47 b,0.369,1.117,3.9228038,0.04269,0.088,87.08,301.7,0.674,0.6564,4512,0,
HATS-48A b,0.243,0.8,3.1316666,0.03769,0.162,89.58,265.4,0.7279,0.7152,4546,0,
HATS-49 b,0.353,0.765,4.1480467,0.04515,0.071,88.27,324.6,0.7133,0.6977,4405,0,
HATS-5 b,0.237,0.912,4.763387,0.0542,0.019,89.3,257,0.936,0.871,5304,0,
HATS-50 b,0.39,1.13,3.8297015,0.05046,0.516,87.54,717,1.168,1.117,5990,0,
HATS-51 b,0.768,1.41,3.3488702,0.04639,0.33,87.1,478,1.187,1.44,5758,0,
HATS-52 b,2.24,1.382,1.3665436,0.02498,0.246,84.7,631,1.111,1.046,6010,0,
HATS-53 b,0.595,1.34,3.8537768,0.04753,0.33,88.79,613,0.964,1.1,5644,0,
HATS-54 b,0.753,1.015,2.5441765,0.037,0.126,83.67,720,1.05,1.23,5621,0,
HATS-56 b,0.602,1.688,4.324799,0.06043,0.019,83.29,577.1,1.573,2.201,6536,0,
HATS-57 b,3.147,1.13,2.350621,0.03493,0.028,87.88,280,1.026,0.96,5587,0,
HATS-59 b,0.806,1.126,5.416081,0.06112,0.129,88.1,654,1.038,1.036,5670,0,
HATS-60 b,0.662,1.153,3.560829,0.04708,0.191,86.28,494.7,1.1,1.46,5690,0,
HATS-61 b,3.4,1.195,7.817953,0.07908,0.092,87.15,694.2,1.075,1.667,5541,0,
HATS-62 b,0.179,1.055,3.2768837,0.04163,0.298,87.92,515.9,0.911,0.923,5435,0,
HATS-63 b,0.96,1.207,3.0566527,0.04026,0.136,84.86,634.4,0.931,1.07,5626,0,
HATS-64 b,0.96,1.679,4.908897,0.06562,0.151,87.24,1087,1.562,2.113,6560,0,
HATS-65 b,0.821,1.501,3.105161,0.04497,0.062,84.82,491,1.269,1.296,6276,0,
HATS-66 b,5.33,1.411,3.1414391,0.04714,0.064,87.06,1542,1.406,1.851,6606,0,
HATS-67 b,1.45,1.685,1.6091788,0.03032,0.057,79.03,983,1.44,1.44,6605,0,
HATS-68 b,1.29,1.2321,3.5862202,0.05071,0.036,83.21,619,1.337,1.769,6122,0,
HATS-69 b,0.577,0.945,2.2252577,0.03211,0.519,88.49,420.3,0.892,0.8785,5137,0,
HATS-7 b,0.12,0.563,3.185315,0.04012,0,87.92,257,0.849,0.815,4985,0,
HATS-70 b,12.9,1.384,1.8882378,0.03632,0.18,86.7,1307,1.78,1.88,7930,0,
HATS-72 b,0.1254,0.7224,7.3279474,0.066517,0.013,88.56,127.66,0.7311,0.7214,4656.1,0,
HATS-74A b,1.46,1.032,1.73185606,0.02384,0.044,87.9,286.6,0.6,0.5758,3777,0,
HATS-75 b,0.491,0.884,2.7886556,0.032742,0.064,88.7,195.3,0.6017,0.5848,3790.4,0,
HATS-76 b,2.629,1.079,1.9416423,0.02658,0.062,88.24,390,0.662,0.626,4016,0,
HATS-77 b,1.374,1.165,3.0876262,0.03607,0.045,88.44,414,0.655,0.643,4071,0,
HATS-8 b,0.138,0.873,3.583893,0.04667,0.38,87.8,829,1.056,1.086,5679,0,
HATS-9 b,0.839,1.236,1.915291,0.0312,0.129,86.5,654.36,1.1,1.56,5599,0,
HD 106315 b,0.03964,0.218,9.55237,0.0907,0.093,87.54,109,1.09,1.3,6327,0,
HD 106315 c,0.04782,0.388,21.05704,0.1536,0.22,88.61,109,1.09,1.3,6327,0,
HD 10697 b,6.837,1.152,1075.69,2.14,0.1043,69,32.56,1.13,1.79,5600,0,
HD 114082 b,8,1,109.75,0.5109,0.395,90,95.06,1.47,1.49,6651,0,
HD 1397 b,0.415,1.026,11.53533,0.1097,0.251,88.99,79.31,1.322,2.328,5528,0,
HD 149026 b,0.357,0.718,2.8758916,0.04288,0,85.3,78.9,1.3,1.497,6147,0,
HD 17156 b,3.195,1.095,21.2163979,0.1623,0.6768,87.21,78.24,1.275,1.508,6079,0,
HD 183579 b,0.0302,0.3149,17.471278,0.1334,0.28,89.33,57.06,1.031,0.985,5788,0,
HD 189733 b,1.138,1.138,2.219,0.031,0,85.51,19.3,0.8,0.805,4875,0,
HD 191939 b,0.0327,0.3024,8.88029,0.078,0,88.06,53.608,0.81,0.945,5427,0,
HD 191939 c,0.0227,0.2748,28.5805,0.17,0,89.09,53.608,0.81,0.945,5427,0,
HD 191939 d,0.0182,0.2712,38.3525,0.207,0,89.43,53.608,0.81,0.945,5427,0,
HD 202772 A b,1.008,1.562,3.30896,0.0519,0.047,84.2,147.2,1.703,2.614,6230,0,
HD 20329 b,0.02335,0.1534,0.926118,0.018,0,76.01,63.38,0.9,1.13,5596,0,
HD 207897 b,0.05,0.22348,16.202157,0.1164,0.047,88.755,28.25,0.801,0.779,5071,0,
HD 209458 b,0.69,1.38,3.52472,0.04747,0.0082,86.59,47,1.148,1.203,6092,0,
HD 213885 b,0.02778,0.15568,1.008035,0.02012,0,80.09,57.97,1.068,1.101,5978,0,
HD 219134 b,0.01343,0.134,3.093292,0.037,0,85.058,6.55,0.794,0.778,4699,0,
HD 219666 b,0.0522,0.4202,6.03607,0.06356,0,86.38,94.4,0.92,1.03,5527,0,
HD 221416 b,0.1904,0.836,14.2767,0.1228,0.115,85.75,95.075,1.212,2.943,5080,0,
HD 260655 b,0.00673,0.1106,2.76953,0.02933,0.039,87.35,9.9976,0.439,0.439,3803,0,
HD 260655 c,0.00972,0.13677,5.70588,0.04749,0.038,87.79,9.9976,0.439,0.439,3803,0,
HD 2685 b,1.18,1.44,4.12692,0.0568,0,89.4,197.98,1.44,1.57,6801,0,
HD 3167 c,0.0308,0.255,29.83832,0.1841,0.267,89.5,47.36,0.94,0.87,5528,0,
HD 332231 b,0.244,0.867,18.71204,0.1436,0.032,89.68,80.597,1.127,1.277,6089,0,
HD 5278 b,0.0245,0.2186,14.33902,0.12,0.08,89.27,56.12,1.126,1.194,6203,0,
HD 73583 b,0.0321,0.2489,6.398042,0.0604,0.105,88.37,31.6,0.66,0.71,4511,0,
HD 73583 c,0.0302,0.2436,18.8805,0.1233,0.093,89.61,31.6,0.66,0.71,4511,0,
HD 80606 b,4.1641,1.032,111.436765,0.4603,0.93183,89.24,58.4,0.98,0.98,5645,0,
HD 85628 A b,3.1,1.53,2.82406,0.047,0,86.7,171.54,1.75,1.92,7800,0,
HD 89345 b,0.1123,0.612,11.81399,0.105,0.203,87.7,126.6,1.12,1.657,5609,0,
HD 95338 b,0.12406,0.3551,55.086,0.231,0.199,89.35,36.9,0.76,0.86,5212,0,
HD 97658 b,0.02457,0.20047,9.489295,0.08,0.03,89.6,21.1,0.85,0.73,5170,0,
HIP 116454 b,0.0372,0.226,9.1265,0.098,0.205,88.43,55.2,0.775,0.716,5089,0,
HIP 65A b,3.213,2.03,0.9809734,0.01782,0,77.18,61.89,0.781,0.7242,4590,0,
HIP 94235 b,1.192,0.2862,7.712121,0.0787,0.32,87.14,58.61,1.094,1.08,5991,0,
K2-106 b,0.0263,0.162,0.571331,0.0134,0,86.4,246.1,0.97,0.98,5617,0,
K2-106 c,0.018,0.244,13.339079,0.1091,0.18,89.35,246.1,0.97,0.98,5617,0,
K2-110 b,0.0525,0.228,13.86387,0.1027,0.079,89.35,116.84,0.75,0.71,4950,0,
K2-111 b,0.01664,0.162,5.3518,0.057,0.13,86.43,201.7,0.84,1.25,5775,0,
K2-113 b,1.28,1.083,5.817685,0.0642,0,86.44,649.75,1.04,1.24,5660,0,
K2-114 b,1.85,0.952,11.391013,0.0954,0,89.53,484.8,0.89,0.84,5044,0,
K2-124 b,0.033,0.259,6.413651,0.049,0.08,89.03,140.4,0.39,0.39,3570,1,
K2-132 b,0.49,1.3,9.1751,0.0916,0.29,77.56,620.41,1.08,3.85,4840,0,
K2-137 b,0.5,0.079,0.179715,0.0058,0,89.6,99.15,0.46,0.44,3492,1,
K2-138 b,0.0098,0.14,2.35322,0.0338,0.403,86.9,183,0.93,0.86,5378,0,
K2-138 c,0.0198,0.225,3.55987,0.04454,0.296,87.5,183,0.93,0.86,5378,0,
